직무ID,직무,회사,주요업무,자격요건,우대사항,혜택 및 복지,채용보상금
251456,재무 전략 담당자,라포랩스(퀸잇),"['[Finance팀은 이런 팀이에요]', '전사 및 팀별 손익관리, 예산 집행, 자금 운용, IR, 상장 준비 등 재무회계 관련 전반적인 업무를 담당합니다. 더 나아가 데이터를 활용하여 전사 및 팀 단위 의사결정 지원, 주요 지표 설정 및 관리, 운영 효율화 등 전사 목표 달성을 위한 액션을 함께 실행합니다.', '', '[합류하시면 이런 일을 함께 해요]', '전사의 전략적·재무적 의사결정을 수립하고 실행합니다.', '각 팀의 핵심 지표 달성을 위해 함께 고민하고 재무 관련 의사결정을 지원합니다.', '전사 및 각 팀에 필요한 지표를 새롭게 설정하고 관리합니다.', '외부 협업 또는 M&A 대상을 검토하고 유관 인원을 관리합니다.']","['경영, 재무, 전략 등 유관 분야에서 3년 이상의 경력을 보유하신 분', '가설 설정 및 검증을 위한 데이터 분석, 문제 해결 능력이 검증된 분', '데이터에 기반한 의사결정 마인드를 지니신 분', '다양한 이해관계자와 원활히 소통하는 능력을 지니신 분', 'SQL, 스프레드시트 등 데이터 처리 도구 활용 능력이 뛰어나신 분']","['Strategic Finance(FP&A) 기능을 도입하고 실행해보신 분', '능동적이고 자기주도적으로 업무에 임하시는 분', '모바일 또는 커머스 데이터를 다뤄보신 분']","['[근무 환경]', '개인 법인카드 지급 (식대 지원)', '유연 근무 제도 운영', '최신형 노트북(Mac/Win), 모니터, 모션 데스크 등 제공', '무제한 간식 제공', '', '[휴가]', '전사 겨울방학', '반반차 사용 (2시간 단위 휴가)', '경조사 지원 (경조휴가, 경조금, 화환)', '', '[건강 관리 및 자기 계발]', '단체상해보험(실손 의료비 포함 가능)', '정기 건강검진 지원', '사내 동아리 지원', '장기근속 포상제도 운영', '업무 관련 도서/외부 교육/컨퍼런스/세미나/웨비나 지원', '', '[일&가정 양립 제도]', '사내 대출 제도 운영', '주택 자금 대출 이자 지원', '출산 축하금 및 육아 지원금 1,000만원 지급', '자녀 입학 당해 유급휴가 1개월 지원', '육아휴직 총 2년 사용 가능 (법적 의무 기간 1년 + 추가 1년)']",100만원
254780,"재무회계/자금 담당자(계약직, 1년)",오픈서베이,"['【 이런 일을 합니다 】', '매출 세금계산서를 발행/관리하고 기록합니다.', '정기적으로 지출하는 비용을 관리하고 기록합니다.', '- 매입 세금계산서', '- 외주비 정산', '- 법인카드 관리', '- 개인지출내역 정산', '자금의 입출금내역을 관리하고 기록합니다.', '- 입출금 내역 확인 및 분개', '- 일일자금일보 작성', '부가가치세 신고 및 청년 중소기업 취업자 소득세 감면 신청을 담당합니다.', '', '【 이렇게 일하고 있습니다 】', '내부 구성원과 일하기 위해서 사내 소통은 Slack을 활용, 문서관리는 Google Suite (구글 스프레드시트 등)을 활용하고 있습니다.', '회계 및 세금계산서 발행 프로그램은 더존 SmartA를 사용하고 있으며, 전자결재 프로그램은 flex(플렉스)를 사용하고 있습니다.']","['【 이런 경험을 가진 분을 찾습니다 】', '전문대졸 이상 (졸업예정자 가능)', '유관 경력 2년 이상', '정기적인 업무를 기한에 맞게 깔끔하게 끝내는 것에 기쁨을 느끼는 분', '성실하고 꼼꼼한 업무태도를 가진 분']","['【 이런 경험이 있다면 더 좋습니다 】', '회계 전공 또는 관련 자격증 소지자', '부가가치세 신고 경험자', '엑셀 활용 능숙자', '더존 smart A 사용 경험자']","['【 복지 】', 'Refresh', '자유로운 연차 사용 : 누구의 눈치도 볼 필요 없는 자유로운 연차 사용', '', 'Life', '재택 근무제 : 집중하고 싶을때, 집에 일이 있을때, 반려동물이 아플때. 상황에 맞춰 재택근무', '강남역 근처 사무실 : 춥고 비오는 날이면 특별히 더 좋은 위치', '간식과 음료 무한 제공 : 당이 땡길때와 아침을 안먹었을때', '초과 근무시 식사와 택시 제공 : 불가피한 주말 출근이나 야근 시 식사와 출퇴근 택시비 제공', '', 'Growth', '고사양 장비 제공 : 업무를 위한 최고 사양의 노트북과 소프트웨어 지원', '도서 지원 : 광범위한 업무 관련 도서 100% 지원']",100만원
256736,재무회계담당자,발란(BALAAN),"['월, 분기, 연 단위 재무제표 작성', '세금계산서 발행 및 수취 관리', '법인카드 관리 및 청구 내역 검토', '해외 부티크 정산 송금 요청 및 처리', '자산 및 부채 관리 및 결산 분개 반영', '세무 업무 전반 (부가세 신고, 법인세 회계법인 협업 등)', '외부감사 및 실사 대응 지원']","['주요 업무 분야에서 3년 이상의 실무 경험을 보유하신 분', '회계학, 경영학 등 상경계열을 전공하신 분', '더존 i-Cube 사용 경험을 보유하신 분', '외부감사 대응을 경험하신 분', '회계 및 세법 규정을 실무에 적용한 경험과 이해를 가진 분', '마감일을 철저히 준수하며, 정확한 결과물을 도출할 수 있는 책임감이 있는 분']","['스타트업 또는 이커머스 업계에서 회계 업무를 경험이 있으신 분', '회계 및 재무 관련 자격증을 소지하신 분', 'IPO 준비 및 실행을 경험을 보유하신 분', 'IFRS 전환(IFRS Conversion) 프로젝트를 참여하신 분', 'MS Excel 및 구글 스프레드시트 활용 능력 보유 (데이터 정리, 함수 활용 가능)', '변화와 성장이 빠른 업무 환경에 잘 적응하며 즐기시는 분']","['[발라니어만을 위한 혜택 및 복지]', '', '1. Work & Life', '- 무제한휴가 / 리프레시 휴가 (1주년 3일 / 2주년 5일 / 3주년 10일) / 보상휴가 / 휴일대체 / 기념일(생일, 결혼기념일) 특별 반차', '- 경조사 지원 / 임직원 단체상해보험 가입 / 건강검진 지원', '', '2. Compensation', '- 성과에 따른 반기별 인센티브', '- 연간 100만 원 상당의 발란 몰 포인트 지급', '- 스낵바 & 커피 상시 제공 / 랜덤런치 식사비 지원', '- 최고의 복지는 최고의 동료! 인재추천 리워드 운영 (최대 400만원)', '', '3. Culture', '- 수평적 조직문화', '- 성과와 지표를 투명하게, 전사 주간회의 / 올핸즈 데이(타운홀 미팅)', '- 교육비 및 업무도서 지원']",100만원
251913,[프레인스포츠] 재무·회계 담당자 (대리/과장급),프레인글로벌,"['매출 발행과 예산관리 업무', 'ㆍ비용 정산 및 전표 입력', 'ㆍ부가세 및 원천세 세무 업무', 'ㆍ손익 마감 및 분석', 'ㆍ외부감사 지원', 'ㆍ재고관리 및 실사', 'ㆍ그외 발생되는 회계 관련 제반 업무']","['ㆍ관련 경력이 3년 이상이신 분', 'ㆍ초대졸 혹은 동등학력을 소지하신 분']","['ㆍ즉시 출근이 가능하신 분', 'ㆍ회계/세무/경영 등 관련 학과를 전공하신 분', 'ㆍ더존 스마트A/아이큐브를 이용 가능하신 분', 'ㆍ홍보대행사에서 근무하신 경험이 있으신 분', 'ㆍ성실하고 꼼꼼한 업무태도와 자기계발에 목표가 뚜렷하며 능동적이신 분']","['Happy Friday (매주 금요일 2시간 조기퇴근)', '코로나 하이브리드 근무', '시차출퇴근제', '사내대출 (주택자금, 학자금, 치료비)', '자녀학자금 (대학교전액)', '생일축하 (생일선물, 생일반차)', '휴가지원사업 (휴가 경비 지원, 휴양지 숙소 제공)', '경조사 지원 (본인 결혼 200만원 外)', '명절선물', '육아보조금 (3년간 매월 지원)', '단체보험 (실손보험 가입)', '건강검진 (기본격년, 만 40세 이상 매년, 비용지원, 공가부여)', '독감백신접종', '직무교육비 지원', '미디어구독', 'PCG Awards (팀/개인 연말포상)', '해외 Awards 포상', '복지포인트 (현금지원)', 'Refresh 휴가 (3/5/10년 근속 시)', '동호회 지원', '근속포상', '청년내일채움 공제']",100만원
245077,경영관리파트 재무팀,어스얼라이언스,"['\ufeff\ufeff재무', '- \ufeff\ufeff자금출납 및 증비 적정성 검토', '- \ufeff\ufeff외화입금 현황관리', '- \ufeff\ufeff월 단위 정산업무 총괄관리', '', '\ufeff\ufeff세무', '- \ufeff\ufeff4대보험 관리 및 급여테이블 작업', '- \ufeff\ufeff현금영수증 발행 및 관리', '- \ufeff\ufeff세금계산서 발행 및 수취 관리', '- \ufeff\ufeff분기, 연단위 세금신고(부가세, 원천세신고 등)', '- \ufeff\ufeff법인세 신고', '', '\ufeff\ufeff회 계(동반 관리)', '- \ufeff\ufeff더존상 분개 전표처리 보조(smart A)', '', '\ufeff\ufeff투자 및 기타', '- \ufeff\ufeff외부감사 대응 서포트', '- IR관련 서포트', '- 내부 투자자산 관리']",['\ufeff\ufeff재무팀 경험자 or 경영관리 경력자 (7-12년 이상)'],"['- 금융기관 출신 우대', '- \ufeff\ufeff유관 학과 전공자', '- 재무 기획 업무 경험자', '- 재무/세무/투자 자격증 우대']","['[어스人 인재상 : 어스에서는 이런 분을 찾습니다!]', '금융, 크리에이터, IT를 접목시켜 세상을 바꿀 수 있는 열정과 패기가 있는 분.', '개인과 조직의 빠른 성장에 찐으로 희열을 느끼실 수 있는 분.', '성과만큼의 확실한 보상으로 확실하게 부자가 되고 싶은 열망이 있는 분.', '', '[어스人만을 위한 혜택 및 복지]', '어스얼라이언스는 평범한 팀원의 수를 늘리는 것보다 개인과 조직의 성장에 집중할 수 있는 탁월한 인재를 구성합니다. 어스人 모두의 지속 성장을 위해 혁신적인 인재경영을 바탕으로 업계 최고 수준의 보상을 제안해 드리고 있습니다.', '', '1. 어스人, 최고의 인재에게 제공하는 최고의 보상 기회', '분기별 성과 연동 인센티브 기회 제공', '', '2. 어스人의 몰입을 위한 최상의 업무환경 조성', '충분한 휴식을 위해 점심시간은 1시간30분', '어스人 식비 부담제로 혜택, 매월 중식 식대 별도 지원', '상시 스낵바 간식 및 커피 제공', '', '3.어스人의 복지 지원비', '명절, 생일 축하 이벤트 및 상품권 지급', '경조휴가, 경조사 지원', '', '4. 어스人의 꾸준한 배움과 성장을 위한 상시 교육 지원', '국내 최고 금융전문가들의 금융, 재테크 교육 프로그램 상시 참여 가능', '사내 임원, 외부 셀럽, 전문강사 등 교육세미나 정기 지원']",100만원
249853,재무/회계 팀원,데브즈유나이티드게임즈,"['[필수 제출 서류]', '이력서 (최종연봉 기재)', '경력기술서', '자기소개서 (경력과 업무 경험 중심으로 작성해 주시기 바랍니다.)', '', '', '[담당업무]', '1. 재무회계', '결산(년/월)', '세무 (법인세, 부가세) 업무 신고/지원', '자체기장 및 세무신고 자료 정리', '', '2. 자금', '자금 관리 및 집행 업무', '자금 일보/월보 작성 및 자금 업무', '출납 관리', '외국환 업무', '기타 자금 관련 업무', '', '3. 인사', '인사 행정 (입/퇴사자 관리 등)', '기타 인사 관련 업무', '', '4. 기타', '투자 대응 업무 지원', '기타 경영 지원 업무']","['관련 경력 5년 이상(필수)', '자체 기장 및 세무신고 자료 정리 실무 수행 가능자', '중견기업과 스타트업 모두 경험한 자']","['재무, 회계 등 관련 분야 학위/자격증 보유자 우대', '재무, 회계 관련 프로그램(Excel 등) 활용 능숙자', '협업 능력 우수자']","['오전 9시 ~ 10시 사이에 자율적으로 출퇴근 합니다.', '점심 식사비를 지원합니다. 혹시나 밤늦게까지 일하게 되시면 저녁 식사비를 지원합니다.', '밤늦게 까지 일하시게되면 심야택시비를 지원합니다.', '새로운 성장을 위해 도서 구매 지원합니다.', '새로운 성장을 위해 재정비할 수 있도록 리프레시 휴가를 지원합니다.', '매년 종합 건강 검진을 지원합니다.']",100만원
253804,[치킨플러스] 전략재무팀 팀장 (5년이상),홀딩핸즈,"['결산/연말/세무조정 실무 담당', '회계 별도/연결/세무 결산', '- 윌/연 결산', '매입, 매출 관리', '현금흐름 관리 및 자금관리', '실적/예산관리', '부가세 및 원천세 신고', '그 외 공통 업무']",['경력 3년 이상'],"['더존 사용 가능자', '회계/세무 자격 보유자', '세무사 사무실 근무자', '채권관리 가능자', '지분법 회계 경험자', '외부감사 경험자']","['업무 몰입도 플러스', '식비 / 야근택시비, 개별 법인카드, 간식 무한제공, 안마의자, 카페테리아 구비', '', '임직원의 일상 플러스', '출산휴가 / 건강검진 / 헬스장 지원', '생일선물 제공, 여름휴가 3일, 경조휴가 최대 7일, 플러스데이(매월 막주 금요일 조기퇴근)', '', '든든함까지 플러스', '교통비', '결혼축하금 지원, 여름휴가비, 명절 수당 지급']",100만원
257059,재무회계 주니어,발란(BALAAN),"['월 결산 및 전표 입력', '세금계산서 발행 및 수취 관리', '법인카드 사용 관리', '회계 감사 및 실사 대응 지원', '해외 송금 및 정산 업무 지원', '기타 행정 업무']","['경력 무관', '책임감이 강하며 일정 마감 관리가 철저한 분']","['IT 스타트업 환경에 대한 이해가 있는 분', '회계 관련 자격증 보유자', '더존 I CUBE 사용 경험자', 'MS Excel 및 구글 스프레드시트 활용 능력 보유 (데이터 정리, 함수 활용 가능)']","['[발라니어만을 위한 혜택 및 복지]', '', '1. Work & Life', '- 무제한휴가 / 리프레시 휴가 (1주년 3일 / 2주년 5일 / 3주년 10일) / 보상휴가 / 휴일대체 / 기념일(생일, 결혼기념일) 특별 반차', '- 경조사 지원 / 임직원 단체상해보험 가입 / 건강검진 지원', '', '2. Compensation', '- 성과에 따른 반기별 인센티브', '- 연간 100만 원 상당의 발란 몰 포인트 지급', '- 스낵바 & 커피 상시 제공 / 랜덤런치 식사비 지원', '- 최고의 복지는 최고의 동료! 인재추천 리워드 운영 (최대 400만원)', '', '3. Culture', '- 수평적 조직문화', '- 성과와 지표를 투명하게, 전사 주간회의 / 올핸즈 데이(타운홀 미팅)', '- 교육비 및 업무도서 지원']",100만원
252796,재무팀장(서울 or 김해),휴롬엘에스,"['재무관리 업무 및 결산업무', '- 월 손익마감, 실적분석', '- 외부감사 및 세무조사 대응', '', '사업계획 수립 및 실적관리', '- 사업계획 수립 및 실적관리', '- 권역별 손익분석 및 성과관리', '', '해외법인 관리 및 정책수립', '- 해외법인 실적관리 및 평가', '- 해외법인 정책수립 및 관리업무']","['법인 회계결산 경력 7년 이상이신 분', '별도/연결 재무회계 가능하신 분', '해외법인 관리 경험이 있으신 분', '문서작성, 프리젠테이션, 커뮤니케이션 스킬 보유하신 분', '영어 또는 중국어 가능하신 분', '', '[근무지]', '입사 시 근무지 선택 후 근무지 고정 (서울 or 김해)', '- 서울 강남구 학동로 228(논현동), 휴롬엘에스', '- 경남 김해시 주촌면 골든루트로 80-60']","['건강 지원', '건강만을 생각하는 휴롬은 ‘개별 맞춤형 프리미엄 건강검진’을 시행합니다.', '이외에도 독감 예방접종을 지원하는 등 휴롬은 구성원들의 건강을 가장 우선요소로 생각합니다.', '', '휴롬 원액기 지원', '휴롬의 새로운 가족이 된 것을 환영하기 위해, 입사 후 최신 원액기를 지원합니다.', '', '사내 동호회 지원', '휴롬 구성원들과의 친밀한 소통을 위해 월 1회 동호회 활동을 지원합니다.', '4시 퇴근 후 즐거운 동호회 시간 보내세요: )', '', '도서&교육비 지원', '교육, 도서에 대해서 아낌없이 지원하고 구성원 분들의 건강한 성장을 응원합니다.', '', '여름 휴가 추가 지원', '3일의 특별 여름 휴가를 추가로 지원합니다. 더운 여름, 건강히 쉬다 오세요!', '', '각종 경조사 지원', '구성원 분들의 기쁨과 슬픔에 함께하기 위해 명절, 생일 및 각종 경조사비를 지원합니다.', '', '자유로운 연차 사용', '연차, 반차, 반반차 등 자유로운 연차 사용을 지원합니다.', '', '일 단위 시차출퇴근제', '하루 단위로 오전 8시~10시 출근 선택이 가능합니다.', '', '직원 구매 혜택', '휴롬의 좋은 제품은 더 저렴하게! 임직원은 휴롬 제품 할인 구매 혜택을 제공합니다.']","['서류 전형 - 역량검사 - 1차 인터뷰 - 레퍼런스 체크 (필요시) - 2차 인터뷰 - 처우협의/채용검진 - 최종 합격', '허위사실이 발견될 경우 채용이 취소될 수 있습니다.']",100만원
257243,재무(과장급 이상),네오랩컨버전스(NeoLab),"['IFRS 재무제표 작성(개별 및 연결)', '사업계획 수립, 손익 분석 및 보고', '제조원가수불부 작성', '자금 운용 관리 및 내부 회계 총괄', '주주총회, 이사회, 외부 투자자 응']","['경력 10년 이상(과장급 이상)', '학력: 4년제 학사(회계, 경제, 경영학과 우대)', '외부회계감사 대응: 정산표, DSD 파일 작성 가능하신 분', '주식 양수도거래신고, 스톡옵션, 우리사주 관리 경험하신 분', '재무 분석 및 관리지표 도출 가능하신 분', '원활한 의사소통능력 있으신 분']","['더존 아이큐브 경험자', '해외 또는 일본법인 연결 회계 경험자', '유연한 커뮤니케이션 역량 보유자']","['시차출퇴근제 (8:30~9:30)', '점식식사 제공', '건강 검진 및 의료 지원', '자기 계발 지원 프로그램', '사내 동호회 및 문화 활동 지원', '연차 및 휴가 제도']",100만원
257265,재무회계 담당자 (3년 이상),블루엘리펀트,"['ㅣ BLUE ELEPHANT의 재무회계 구조를 안정적으로 서포트 하여 경영진의 의사결정과 비즈니스의 성장을 돕습니다!', '매입/매출 전표 입력', '부가세 신고, 원천세 신고 등 세무 신고 실무', '자금 출납, 외환 입출금 관리, 자금일보 작성', '결산 및 외부 감사 지원', '기타 경영지원 관련 업무']","['재무회계 유관 경력 3~5년 또는 이에 준하시는 분', '제조업 및 브랜드 커머스 산업 구조에 대한 이해도가 있으신 분', '더존 활용을 통한 자체 기장 및 세무 신고 실무 수행이 원활하신 분', '새로운 것을 시도하고 도전하는 데에 즐거움을 느끼시는 분', '정형화된 일에 있어서도 더 나은 방식과 프로세스를 끊임없이 고민하시는 분']","['더존 아마란스(Amaranth) 또는 아이큐브(i-Cube) 활용 경험 풍부하신 분', '회계/세무 관련 자격증 보유하신 분', '결산 마감 및 외부 회계 감사 대응 해보신 분', '엑셀 활용 능력이 우수하신 분']","['업무에 몰입할 수 있는 최고의 환경!', '직군에 따라 아이맥 또는 최신 사양의 장비를 지급해드려요!', '개인 체형에 맞게 높이와 각도를 조절할 수 있는 모니터 암을 지원해드려요!', '', '업무 중 이동은 효율적으로!', '외근 시에는 카카오 T 비즈니스 또는 법인차량으로 편리하게 이동하세요!', '피치 못할 야근 후에도 카카오 T 비즈니스로 안전하게 귀가하세요!', '', '자율적이고 자유로운 조직문화!', '자율 복장으로 편안하게 출퇴근 하세요!', '연차, 반차, 반반차 단위로, 승인 없이 신청만, 자유롭게 휴가를 이용하세요!', '', '오직 블루엘리펀트 구성원들에게만!', '자사몰에서 50% 할인가로 구매 가능해요!', '따뜻한 명절 되시도록 명절 상여금을 드려요!', '간식, 커피, 음료는 언제나 무한 제공해드려요!']",100만원
256315,재무회계 담당자,더스윙,"['매입매출, 수불부 마감 및 일반경비 마감', 'IFRS 결산 보조 및 재무제표 작성 지원', '주주총회 및 이사회 지원, 투자사 및 감사 대응', '법인세 및 부가세 검토 및 이슈 대응', '스톡옵션 및 기타 주식 관련 업무 처리']","['학사 이상', '관련직무 경력 3년 이상', '해외 여행에 결격사유가 없으신 분']","['상장사 또는 스타트업 경험이 있으신 분', 'IFRS 결산 및 외부감사 경험이 있으신 분', '상경계열 전공이신 분', '관련 자격증을 소지하신 분']","['SWING LIFE', '', '자기계발비(운동, 학습, 등) 지원 : 연 100만원 한도, 지출 금액의 80% 지원', '어학교육비 지원 : 연 160만원 한도, 지출 금액의 80% 지원', '신용대출 지원 : 기업은행 계좌 6개월 이상 급여이체시, 신용대출 연계 및 이자지원', '전세자금대출 지원 : 기업은행 연계대출 이자지원 또는 회사 자체 지원', '중식, 야근석식비 지원 : 중식 1만원, 야근 1.5만원 (법인카드로 결제)', '팀 회식비 지원 : 1인당 월 3만원 회식비 지원 (팀별활동비 3만원 추가 지원)', 'SWING 킥보드 이용권 지원 : 무제한 이용쿠폰 지급', '야근 택시비 지원 : 23시 이후 퇴근시 택시비 지원', '생일선물&반차 지원 : 부모님,소중한 분에게 꽃바구니와 와인을 증정& 조기 퇴근', '타사 모빌리티 이용금액 지원 : 경쟁사 공유 모빌리티 서비스 이용 시 연간 한도 내 지원', '근로시간 : 시차 출근제 (9시 ~ 10시 사이 자유롭게 출근)', '안식 휴가 지원 : 3년 근속 시 1개월 리프레시 유급 휴가', '종합건강검진 지원 : 국내 최고 건강검진업체 KMI와 제휴를 통한 종합건강검진 지원', '', '이 외에도 구성원들이 업무에 몰입할 수 있도록 다양한 제도를 준비중입니다.']",100만원
247061,재무회계 파트장,한국딥러닝,"['재무회계 실무 총괄: 정부사업비, 회계 결산, 재무제표 작성, 세무 신고, 자금 관리, 예산 관리 등 전반', '경영 지원: 경영진 의사결정 지원, 투자사 보고 관련 업무 지원 등', '총무, 구매 관리: 사무실 관리, 비품 구매, 계약 관리 등 총무 업무 및 구매 협상 총괄']","['지원부서 팀장 역할 수행 경험', '정부과제 사업비 관리 경험, 세무, 보안 관리 경험', '회계 결산, 세무 신고, 자금 관리, 예산 관리, 총무, 구매 협상 경험']","['꼼꼼하고 책임감 있는 분: 정확하고 신뢰성 있는 재무 정보 제공을 위해 꼼꼼하고 책임감 있게 업무를 수행하는 분', '문제 해결 능력이 뛰어난 분: 다양한 상황에 유연하게 대처하고 문제를 해결할 수 있는 능력을 갖춘 분', '원활한 커뮤니케이션 능력을 갖춘 분: 다양한 부서와 협업하며 원활하게 소통할 수 있는 능력을 갖춘 분']","['『우리가 더 성장하도록』', '', '매 월 팀 운영비 지원', '사용처는 자유롭습니다. 보드게임을 사셔도 좋고, 점심회식도 좋습니다.', '팀워크에 도움되는 활동이라는 유연하게 사용할 수 있는 컨셉입니다.', '', '', '『성과는 체감되도록』', '', '고과에 따른 합리적인 보상과 인센티브', '성장에 몰입하는 조직인 만큼 결과에 따른 현금 보상을 지급합니다.', '', '특허 출원 시 200만 원 + 소요비용 지원', '특허 출원에 소요되는 모든 비용을 지원하고, 현금도 함께 지급됩니다.', 'KDL은 특허청에서 인증받은 직무발명보상우수기업입니다.', '', '', '『쉴 때는 제대로 쉬도록』', '자유로운 휴가 제도 운영', '장기근속자 리프레쉬 휴가 지원', '유급 여름 휴가 운영', '점심시간 11시 45분부터 1시까지 운영', '안마 의자 & 수면실 구비', '명절 선물 및 경조사비 지원']",100만원
246330,재무회계 담당자,모노리스,"['회계기장 및 세금신고', '법인 마감 및 결산업무 (월/분기/반기/연단위)', '연결 및 개별 재무제표 작성 및 관리', '법인세무조정', '손익 및 실적 분석', '외부기관 실사 및 회계감사 대응']","['학사 학위 이상 소지자', '최소 7년 이상 결산 경험이 있는 분', 'IFRS 회계처리 경험이 있는 분']","['IPO 준비 경험이 있는 분', '상장사 근무 경력이 있는 분', '내부통제 프로세스 구축 경험자']","['월 단위 자율출퇴근 (코어타임 13~16시)', '자유로운 연차 사용', '근무지로 여의도 사무실 또는 9.81파크 제주 사무실 선택 가능', '대학종합병원 건강검진 지원', '분기 별 9.81파크 할인쿠폰 지급', '9.81파크 내 굿즈샵 및 카페 이용 시 직원 할인', '신규입사자 9.81파크 체험 프로그램 지원']",100만원
250603,재무회계,올림플래닛(OLIM PLANET),"['외부 감사 보조, 감사보고서 주석 작성', 'IFRS 전환 및 회계처리 지원', '세금 신고 및 세무서 대응', '손익, 사업타당성 등 원가회계 분석', '계열사 전표 입력 등 장부 기장 업무 일체(더존 사용)', '상업등기 업무 보조']","['상장사 근무 경력 또는 지정감사 대응 경험이 있는 분', '전산회계 1급, 전산세무 2급, FAT 1급 등 회계 관련 자격증을 보유한 분', '엑셀, 파워포인트, 워드 등 MS Office 사용이 능숙한 분']","['회계, 세무 등 관련학과를 전공한 분', 'K-IFRS를 다뤄봤거나 이해도가 높은 분']","['1. 순수한 업무 몰입', '생활의 편의성을 높이는 삼성동 랜드마크 건물 내 사무실 위치', ""최고 사양의 PC 및 노트북, 40'' UHD 모니터 등 IT 장비 지급"", '점심 제공 및 야근 식대/교통비 지원', '프리보딩부터 웰컴 킷, 사내 코칭 등 체계적 온보딩 프로세스 운영', '', '2. 탁월한 자기 계발', '업무에 필요한 도서 구입비 지원', '야간 대학원 진학비 학기당 250만원 지원', '생일, 크리스마스 이브 등 특별 휴가 제공', '장기 근속 휴가 및 여행비 지원', '', '3. 온전한 생활 안정', '주택 매매/임대 대출 시 이자 보조금 지원', '크루 본인과 가족 1명에게 연 1회 종합건강검진 제공', '명절을 비롯해 결혼/출산/부고 등 각종 경조사 물품, 비용 및 휴가 지원', '급작스러운 사고 및 질병에 대한 유급 병가 1개월 지원']",100만원
255135,재무회계 담당자,패스트뷰,"['""우리와 함께 할 업무에요.""', '', '자금업무(자금 운용 계획 및 수립, 진행)', '매출 정산 데이터 검증 및 프로세스 개선', '사업부별 손익, 예산관리, 분석, 보고', '온라인 광고 정산', '매출원가 및 재고자산 관리', '법인카드 관리', '분기결산', '자회사 관리', '투자사 요청사항 대응']","['""이런 분과 함께 하고 싶어요.""', '', '경력 3년 이상', '스타트업 회계 업무 경험이 있으신 분', '자체기장 / 결산 업무 가능하신 분']","['""이런 경험이 있으시면 더 좋아요.""', '', '이커머스 정산 및 회계 업무에 대한 높은 이해도', '상장회사 회계 업무 유경험자', 'ERP 사용 경험']","['""패스트뷰는 매년 트렌디한 인사제도와 혜택을 업데이트하고 있습니다.""', '', '1. 우리는 파격적으로 보상해요.', '공정하고 투명한 평가로 매월 KPI 달성에 따른 팀원들에게 상당한 인센티브를 지급해요.', '매월 팀별 우수평가사원 MVP를 선정해 상여금을 지급해요.', '개인의 빠른 역량 성장을 반영하여 6개월마다 연봉 인상을 검토하고, 업계 최고의 연봉으로 보상해요.', '성과에 기여한 개인의 헌신과 노력을 보상하기 위해 특별 스톡옵션을 제공해요.', '리더급들은 평가를 통해 급여 외에 특별 인센티브 수당을 지급해요.', '믿고 같이가는 지인 추천 인센티브로 최대 500만원까지 지원해요.', '', '2. 우리는 균형있게 일해요.', '입사와 동시에 12개 연차를 제공해요', '각종 경조사비와 경조휴가를 든든하게 제공해요.', '이유불문 연차는 물론 반차, 반반차 등 자유롭게 사용이 가능해요.', '균형있는 삶을 위해 연차 외에 리프레시 휴가를 해마다 제공해요.', '1년 근무 : 유급휴가 1일', '2년 근무 : 유급휴가 2일', '3년 근무 : 유급휴가 3일 + 50만원', '4년 근무 : 유급휴가 4일', '5년 근무 : 유급휴가 5일 + 100만원', '', '3. 우리는 일할맛나게 즐겁게 일해요.', '강남역 주변 다양한 맛집에서 할인을 받아요.', '회사와 제휴되어 있는 각종 운동, 여행/레저/숙박, 자기개발/취미, 생활 서비스를 즐길 수 있어요.', '내 생일만큼은 일찍(반반차) 나가서 오후부터 만끽할 수 있어요.', '명절 연휴 전 날에는 무조건 점심 먹고 바로 집에 가요.(홈커밍 티켓 일찍 예매하세요!)', '명절 선물로 연간 백화점 상품권 40만원을 지급해요.', '출산 시에는 다양한 축하 선물이 준비돼있어요.', '전사 공모전(네이밍 공모전, 로고 공모전, 퀴즈대회 등)을 개최해서 투표로 500만원 이상의 상금을 지급해요.', '매월 소정의 상품을 타갈 수 있는 사내 미니 이벤트도 있고, 분기마다 쏟아지는 선물과 함께 메이저 이벤트도 준비돼있어요.', '', '4. 우리는 최고의 대우를 해드려요.', '에스프레소 머신, 고급 원두, 편의점급 무료 스넥룸을 무제한으로 제공해요.', '(당 충전을 위해 라면, 컵밥, 과자, 음료, 아이스크림 등)', '묻지도 따지지도 않는 팀별 활동비 지급으로 팀원간 소통을 지향해요.', '(맛집탐방, 단체 마사지, 단체 관람 등)', '업무 필요에 따라 법인 스마트폰 및 통신비를 지원해요.', '자기계발 및 업무 관련 도서와 온라인 교육비를 지원해요.', '직무 관련 컨퍼런스와 외부 강의, 세미나 등 참여를 지원해요.', '청년중소기업 소득세 감면제도를 시행해요.', '', '5. 우리는 일할맛나는 환경을 갖췄어요.', '강남역 4번 출구 도보 4초 거리의 패스트파이브 강남2호점에 두개층을 사용해요.', '카페같은 라운지, 소파 휴식 공간, 프라이빗한 폰부스, 다양한 회의실 등 사용 가능해요.', '직급을 간소화하고 “님”자 호칭 사용으로 수평적인 커뮤니케이션 문화를 운영해요.', '자유로운 근무 복장으로 편하게 일해요.']",100만원
